CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Segment,Cluster
14201.0,45,3,446.1,3,3,2,332,8,Others,1
14202.0,17,3,847.76,4,3,3,433,10,Recent Engaged,1
14203.0,33,1,339.34,4,1,2,412,7,Recent Customers,1
14204.0,58,3,901.93,3,3,3,333,9,Others,1
14205.0,30,7,1947.5,4,5,4,454,13,Loyal Customers,1
14206.0,24,2,856.85,4,2,3,423,9,Recent Customers,1
14207.0,323,1,157.8,1,1,1,111,3,Others,0
14208.0,187,1,415.31,1,1,2,112,4,Others,0
14209.0,21,9,2919.84,4,5,5,455,14,Loyal Customers,1
14210.0,7,11,3955.68,5,5,5,555,15,Loyal Customers,1
14211.0,47,9,2161.19,3,5,5,355,13,Big Spenders,1
14212.0,81,1,1119.66,2,1,4,214,7,High Value,1
14213.0,40,1,1192.2,3,1,4,314,8,Big Spenders,1
14215.0,4,4,1626.61,5,4,4,544,13,Loyal Customers,1
14216.0,50,1,310.74,3,1,2,312,6,Others,1
14217.0,2,7,1411.91,5,5,4,554,14,Loyal Customers,1
14219.0,45,2,543.89,3,2,3,323,8,Others,1
14220.0,203,2,882.5999999999999,1,2,3,123,6,Others,0
14221.0,85,8,3084.69,2,5,5,255,12,Frequent Buyers,1
14224.0,26,5,847.78,4,4,3,443,11,Recent Engaged,1
14225.0,70,4,2037.02,3,4,4,344,11,Big Spenders,1
14226.0,77,1,770.34,2,1,3,213,6,Others,1
14227.0,50,5,3017.75,3,4,5,345,12,Big Spenders,1
14228.0,73,3,745.5,2,3,3,233,8,Others,1
14229.0,39,4,1046.84,3,4,4,344,11,Big Spenders,1
14230.0,71,3,979.8,2,3,4,234,9,High Value,1
14231.0,86,1,309.91,2,1,2,212,5,Others,1
14233.0,101,3,1441.55,2,3,4,234,9,High Value,1
14235.0,134,4,1573.13,2,4,4,244,10,Frequent Buyers,1
14236.0,8,4,1253.78,5,4,4,544,13,Loyal Customers,1
14237.0,9,2,471.14,5,2,2,522,9,Recent Customers,1
14238.0,298,2,287.38,1,2,2,122,5,Others,0
14239.0,67,10,1882.32,3,5,4,354,12,Big Spenders,1
14240.0,59,1,357.15,3,1,2,312,6,Others,1
14241.0,332,1,120.0,1,1,1,111,3,Others,0
14243.0,1,8,4842.28,5,5,5,555,15,Loyal Customers,1
14244.0,296,1,366.42,1,1,2,112,4,Others,0
14247.0,40,4,635.89,3,4,3,343,10,Frequent Buyers,1
14248.0,95,2,730.37,2,2,3,223,7,Others,1
14249.0,46,12,5625.461,3,5,5,355,13,Big Spenders,1
14252.0,17,1,350.99,4,1,2,412,7,Recent Customers,1
14253.0,129,2,363.4,2,2,2,222,6,Others,1
14254.0,68,1,601.03,3,1,3,313,7,Others,1
14255.0,182,1,1000.63,1,1,4,114,6,High Value,0
14256.0,127,3,1504.93,2,3,4,234,9,High Value,1
14257.0,16,4,2854.73,4,4,5,445,13,Loyal Customers,1
14258.0,31,16,19381.36,4,5,5,455,14,Loyal Customers,1
14260.0,107,3,824.28,2,3,3,233,8,Others,1
14263.0,59,1,322.93,3,1,2,312,6,Others,1
14264.0,15,4,1183.39,5,4,4,544,13,Loyal Customers,1
14266.0,64,1,40.56,3,1,1,311,5,Others,1
14268.0,106,1,354.85,2,1,2,212,5,Others,1
14269.0,75,1,295.73,2,1,2,212,5,Others,1
14271.0,45,1,106.81,3,1,1,311,5,Others,1
14272.0,198,2,482.85,1,2,2,122,5,Others,0
14274.0,322,1,256.6,1,1,2,112,4,Others,0
14275.0,31,6,1189.38,4,4,4,444,12,Loyal Customers,1
14276.0,43,4,982.94,3,4,4,344,11,Big Spenders,1
14278.0,45,1,205.83,3,1,1,311,5,Others,1
14279.0,156,2,191.86,2,2,1,221,5,Others,0
14281.0,44,1,245.15,3,1,1,311,5,Others,1
14282.0,3,11,4120.32,5,5,5,555,15,Loyal Customers,1
14283.0,99,4,628.4399999999999,2,4,3,243,9,Frequent Buyers,1
14284.0,289,1,704.4,1,1,3,113,5,Others,0
14285.0,149,4,1374.41,2,4,4,244,10,Frequent Buyers,0
14286.0,40,4,3851.01,3,4,5,345,12,Big Spenders,1
14290.0,49,3,2201.91,3,3,5,335,11,Big Spenders,1
14291.0,16,12,4020.85,4,5,5,455,14,Loyal Customers,1
14292.0,46,7,4354.32,3,5,5,355,13,Big Spenders,1
14293.0,4,6,2221.37,5,4,5,545,14,Loyal Customers,1
14294.0,43,1,375.34,3,1,2,312,6,Others,1
14295.0,74,4,2196.71,2,4,5,245,11,Frequent Buyers,1
14296.0,57,2,456.4,3,2,2,322,7,Others,1
14298.0,11,38,39667.19,5,5,5,555,15,Loyal Customers,2
14299.0,1,19,10533.87,5,5,5,555,15,Loyal Customers,1
14301.0,52,3,1352.04,3,3,4,334,10,Big Spenders,1
14302.0,66,3,742.9000000000001,3,3,3,333,9,Others,1
14303.0,43,2,277.94,3,2,2,322,7,Others,1
14304.0,15,2,1341.56,5,2,4,524,11,Big Spenders,1
14306.0,14,4,1058.0800000000002,5,4,4,544,13,Loyal Customers,1
14307.0,9,5,2075.31,5,4,4,544,13,Loyal Customers,1
14308.0,185,2,1147.02,1,2,4,124,7,High Value,0
14309.0,49,2,1428.28,3,2,4,324,9,Big Spenders,1
14310.0,68,1,492.1,3,1,3,313,7,Others,1
14311.0,203,1,206.19,1,1,1,111,3,Others,0
14312.0,14,5,1478.7,5,4,4,544,13,Loyal Customers,1
14314.0,66,1,109.8,3,1,1,311,5,Others,1
14315.0,200,2,716.69,1,2,3,123,6,Others,0
14316.0,58,5,1370.34,3,4,4,344,11,Big Spenders,1
14318.0,96,1,158.02,2,1,1,211,4,Others,1
14319.0,60,1,494.85,3,1,3,313,7,Others,1
14320.0,182,3,868.96,1,3,3,133,7,Others,0
14321.0,67,2,687.3100000000001,3,2,3,323,8,Others,1
14322.0,65,4,474.1,3,4,2,342,9,Frequent Buyers,1
14324.0,45,2,701.61,3,2,3,323,8,Others,1
14325.0,205,1,245.48,1,1,1,111,3,Others,0
14326.0,99,2,757.13,2,2,3,223,7,Others,1
14327.0,18,5,1583.28,4,4,4,444,12,Loyal Customers,1
14328.0,74,1,445.05,2,1,2,212,5,Others,1
14329.0,11,8,4912.38,5,5,5,555,15,Loyal Customers,1
14330.0,259,1,200.63,1,1,1,111,3,Others,0
14332.0,17,2,1077.2,4,2,4,424,10,Big Spenders,1
14334.0,61,4,1766.27,3,4,4,344,11,Big Spenders,1
14338.0,172,1,339.88,2,1,2,212,5,Others,0
14339.0,64,1,310.75,3,1,2,312,6,Others,1
14341.0,56,10,2285.04,3,5,5,355,13,Big Spenders,1
14342.0,68,2,249.88,3,2,2,322,7,Others,1
14343.0,57,4,1088.91,3,4,4,344,11,Big Spenders,1
14344.0,3,14,2443.77,5,5,5,555,15,Loyal Customers,1
14346.0,61,3,1294.17,3,3,4,334,10,Big Spenders,1
14347.0,372,1,82.6,1,1,1,111,3,Others,0
14350.0,16,2,689.1,4,2,3,423,9,Recent Customers,1
14353.0,46,2,285.9,3,2,2,322,7,Others,1
14355.0,1,3,840.0500000000001,5,3,3,533,11,Recent Engaged,1
14358.0,25,2,400.06,4,2,2,422,8,Recent Customers,1
14361.0,214,1,214.71,1,1,1,111,3,Others,0
14363.0,38,2,227.47000000000003,3,2,1,321,6,Others,1
14365.0,30,2,634.68,4,2,3,423,9,Recent Customers,1
14366.0,161,1,136.0,2,1,1,211,4,Others,0
14369.0,278,2,469.13,1,2,2,122,5,Others,0
14370.0,86,6,1175.78,2,4,4,244,10,Frequent Buyers,1
14372.0,79,2,860.08,2,2,3,223,7,Others,1
14374.0,177,1,108.0,2,1,1,211,4,Others,0
14375.0,86,2,875.31,2,2,3,223,7,Others,1
14376.0,319,1,215.46,1,1,1,111,3,Others,0
14378.0,257,1,131.25,1,1,1,111,3,Others,0
14379.0,29,2,920.81,4,2,3,423,9,Recent Customers,1
14380.0,318,1,48.96,1,1,1,111,3,Others,0
14381.0,87,1,428.66,2,1,2,212,5,Others,1
14382.0,26,1,620.73,4,1,3,413,8,Recent Customers,1
14384.0,136,1,58.5,2,1,1,211,4,Others,1
14388.0,8,9,3488.16,5,5,5,555,15,Loyal Customers,1
14389.0,60,3,854.55,3,3,3,333,9,Others,1
14390.0,8,5,1747.01,5,4,4,544,13,Loyal Customers,1
14391.0,212,1,135.6,1,1,1,111,3,Others,0
14392.0,68,1,266.4,3,1,2,312,6,Others,1
14394.0,200,1,93.8,1,1,1,111,3,Others,0
14395.0,8,12,4700.3,5,5,5,555,15,Loyal Customers,1
14396.0,7,6,1633.94,5,4,4,544,13,Loyal Customers,1
14398.0,37,2,707.79,3,2,3,323,8,Others,1
14399.0,30,8,2113.16,4,5,5,455,14,Loyal Customers,1
14400.0,44,2,1157.77,3,2,4,324,9,Big Spenders,1
14401.0,60,9,2744.42,3,5,5,355,13,Big Spenders,1
14402.0,288,1,285.6,1,1,2,112,4,Others,0
14403.0,225,2,404.7,1,2,2,122,5,Others,0
14404.0,5,8,1424.79,5,5,4,554,14,Loyal Customers,1
14405.0,22,1,195.0,4,1,1,411,6,Recent Customers,1
14408.0,107,4,1503.2400000000002,2,4,4,244,10,Frequent Buyers,1
14409.0,4,5,1696.64,5,4,4,544,13,Loyal Customers,1
14410.0,12,2,1546.07,5,2,4,524,11,Big Spenders,1
14412.0,60,1,656.16,3,1,3,313,7,Others,1
14413.0,46,3,647.67,3,3,3,333,9,Others,1
14414.0,10,1,902.35,5,1,3,513,9,Recent Customers,1
14415.0,15,10,6191.32,5,5,5,555,15,Loyal Customers,1
14417.0,23,1,604.2,4,1,3,413,8,Recent Customers,1
14419.0,18,1,202.85,4,1,1,411,6,Recent Customers,1
14420.0,32,3,1251.65,4,3,4,434,11,Recent Engaged,1
14421.0,148,4,1656.26,2,4,4,244,10,Frequent Buyers,0
14422.0,10,13,6007.88,5,5,5,555,15,Loyal Customers,1
14423.0,73,2,651.41,2,2,3,223,7,Others,1
14425.0,70,3,661.39,3,3,3,333,9,Others,1
14426.0,39,7,7246.27,3,5,5,355,13,Big Spenders,1
14427.0,130,2,900.1800000000001,2,2,3,223,7,Others,1
14429.0,39,1,516.28,3,1,3,313,7,Others,1
14430.0,147,3,1220.9,2,3,4,234,9,High Value,0
14431.0,15,3,2143.84,5,3,5,535,13,Recent Engaged,1
14433.0,101,1,289.6,2,1,2,212,5,Others,1
14435.0,137,1,90.42,2,1,1,211,4,Others,1
14436.0,189,1,182.64,1,1,1,111,3,Others,0
14437.0,1,5,895.84,5,4,3,543,12,Recent Engaged,1
14440.0,1,9,4281.05,5,5,5,555,15,Loyal Customers,1
14441.0,10,7,2898.8,5,5,5,555,15,Loyal Customers,1
14443.0,4,2,966.27,5,2,4,524,11,Big Spenders,1
14444.0,92,1,132.04,2,1,1,211,4,Others,1
14445.0,91,1,221.65,2,1,1,211,4,Others,1
14446.0,22,1,201.73,4,1,1,411,6,Recent Customers,1
14447.0,36,1,548.5,4,1,3,413,8,Recent Customers,1
14449.0,8,5,1575.7,5,4,4,544,13,Loyal Customers,1
14450.0,15,4,645.19,5,4,3,543,12,Recent Engaged,1
14451.0,25,10,2646.18,4,5,5,455,14,Loyal Customers,1
14452.0,31,2,401.15,4,2,2,422,8,Recent Customers,1
14454.0,12,5,977.3,5,4,4,544,13,Loyal Customers,1
14455.0,68,4,628.21,3,4,3,343,10,Frequent Buyers,1
14458.0,16,1,237.42,4,1,1,411,6,Recent Customers,1
14459.0,287,1,3537.821,1,1,5,115,7,High Value,0
14460.0,32,6,659.16,4,4,3,443,11,Recent Engaged,1
14461.0,18,10,4610.44,4,5,5,455,14,Loyal Customers,1
14462.0,68,1,265.99,3,1,2,312,6,Others,1
14463.0,135,1,256.95,2,1,2,212,5,Others,1
14464.0,204,2,111.0,1,2,1,121,4,Others,0
14465.0,64,8,2887.4100000000003,3,5,5,355,13,Big Spenders,1
14466.0,8,7,2374.5,5,5,5,555,15,Loyal Customers,1
14467.0,25,8,1622.23,4,5,4,454,13,Loyal Customers,1
14468.0,369,1,204.24,1,1,1,111,3,Others,0
14469.0,52,4,2112.21,3,4,5,345,12,Big Spenders,1
14470.0,66,1,250.85,3,1,2,312,6,Others,1
14471.0,227,2,400.95,1,2,2,122,5,Others,0
14472.0,325,1,291.38,1,1,2,112,4,Others,0
14474.0,215,1,730.42,1,1,3,113,5,Others,0
14475.0,44,1,225.3,3,1,1,311,5,Others,1
14477.0,72,3,660.0,2,3,3,233,8,Others,1
14478.0,18,4,1276.66,4,4,4,444,12,Loyal Customers,1
14479.0,1,3,982.86,5,3,4,534,12,Recent Engaged,1
14480.0,38,3,1020.47,3,3,4,334,10,Big Spenders,1
14481.0,43,3,1674.98,3,3,4,334,10,Big Spenders,1
14482.0,15,6,2289.76,5,4,5,545,14,Loyal Customers,1
14483.0,372,1,120.0,1,1,1,111,3,Others,0
14484.0,37,3,749.0600000000001,3,3,3,333,9,Others,1
14486.0,147,2,175.5,2,2,1,221,5,Others,0
14487.0,4,2,257.28000000000003,5,2,2,522,9,Recent Customers,1
14489.0,73,3,1111.55,2,3,4,234,9,High Value,1
14490.0,42,2,1273.47,3,2,4,324,9,Big Spenders,1
14491.0,8,1,127.2,5,1,1,511,7,Recent Customers,1
14492.0,66,7,1921.91,3,5,4,354,12,Big Spenders,1
14493.0,26,5,2746.91,4,4,5,445,13,Loyal Customers,1
14494.0,37,2,261.9,3,2,2,322,7,Others,1
14495.0,295,1,51.0,1,1,1,111,3,Others,0
14496.0,9,6,2129.42,5,4,5,545,14,Loyal Customers,1
14497.0,309,1,221.69,1,1,1,111,3,Others,0
14498.0,37,5,1953.95,3,4,4,344,11,Big Spenders,1
14499.0,10,4,1323.65,5,4,4,544,13,Loyal Customers,1
14505.0,40,11,6096.2,3,5,5,355,13,Big Spenders,1
14506.0,5,3,1278.5,5,3,4,534,12,Recent Engaged,1
14507.0,14,5,1901.25,5,4,4,544,13,Loyal Customers,1
14508.0,12,3,598.52,5,3,3,533,11,Recent Engaged,1
14509.0,170,1,110.95,2,1,1,211,4,Others,0
14510.0,11,3,1007.28,5,3,4,534,12,Recent Engaged,1
14512.0,19,5,948.19,4,4,3,443,11,Recent Engaged,1
14513.0,72,3,332.42,2,3,2,232,7,Others,1
14514.0,72,6,3543.63,2,4,5,245,11,Frequent Buyers,1
14515.0,23,6,1647.17,4,4,4,444,12,Loyal Customers,1
14516.0,152,1,163.92,2,1,1,211,4,Others,0
14519.0,319,2,206.09,1,2,1,121,4,Others,0
14521.0,127,1,199.45,2,1,1,211,4,Others,1
14522.0,231,4,784.08,1,4,3,143,8,Frequent Buyers,0
14524.0,45,4,1066.03,3,4,4,344,11,Big Spenders,1
14525.0,64,8,3908.44,3,5,5,355,13,Big Spenders,1
14526.0,25,1,262.4,4,1,2,412,7,Recent Customers,1
14527.0,1,69,19283.48,5,5,5,555,15,Loyal Customers,2
14530.0,32,10,3271.49,4,5,5,455,14,Loyal Customers,1
14531.0,115,1,376.34,2,1,2,212,5,Others,1
14532.0,47,7,2926.33,3,5,5,355,13,Big Spenders,1
14533.0,43,4,1516.65,3,4,4,344,11,Big Spenders,1
14534.0,33,8,1824.06,4,5,4,454,13,Loyal Customers,1
14535.0,31,6,3166.54,4,4,5,445,13,Loyal Customers,1
14537.0,259,1,285.84000000000003,1,1,2,112,4,Others,0
14538.0,166,3,982.59,2,3,4,234,9,High Value,0
14540.0,15,8,2799.08,5,5,5,555,15,Loyal Customers,1
14541.0,52,6,1038.03,3,4,4,344,11,Big Spenders,1
14543.0,16,23,11276.44,4,5,5,455,14,Loyal Customers,1
14544.0,106,1,957.98,2,1,3,213,6,Others,1
14545.0,310,1,349.25,1,1,2,112,4,Others,0
14546.0,12,6,2619.81,5,4,5,545,14,Loyal Customers,1
14548.0,120,7,1974.69,2,5,4,254,11,Frequent Buyers,1
14549.0,56,3,627.3100000000001,3,3,3,333,9,Others,1
14550.0,24,2,587.69,4,2,3,423,9,Recent Customers,1
14551.0,47,5,693.81,3,4,3,343,10,Frequent Buyers,1
14552.0,16,2,346.21,4,2,2,422,8,Recent Customers,1
14553.0,47,4,982.27,3,4,4,344,11,Big Spenders,1
14555.0,17,4,1991.49,4,4,4,444,12,Loyal Customers,1
14556.0,232,3,835.34,1,3,3,133,7,Others,0
14558.0,290,3,655.5,1,3,3,133,7,Others,0
14559.0,26,1,75.6,4,1,1,411,6,Recent Customers,1
14560.0,15,22,3876.26,5,5,5,555,15,Loyal Customers,1
14562.0,26,8,1654.63,4,5,4,454,13,Loyal Customers,1
14563.0,145,2,679.44,2,2,3,223,7,Others,0
14565.0,109,1,760.1,2,1,3,213,6,Others,1
14569.0,88,3,371.59,2,3,2,232,7,Others,1
14570.0,79,1,395.69,2,1,2,212,5,Others,1
14571.0,61,1,161.65,3,1,1,311,5,Others,1
14572.0,53,4,2782.34,3,4,5,345,12,Big Spenders,1
14573.0,8,5,968.0,5,4,4,544,13,Loyal Customers,1
14574.0,368,1,143.70000000000002,1,1,1,111,3,Others,0
14575.0,124,1,460.71,2,1,2,212,5,Others,1
14576.0,8,1,35.400000000000006,5,1,1,511,7,Recent Customers,1
14577.0,30,3,514.54,4,3,3,433,10,Recent Engaged,1
14579.0,68,1,105.56,3,1,1,311,5,Others,1
14580.0,154,1,14.85,2,1,1,211,4,Others,0
14581.0,180,1,295.2,1,1,2,112,4,Others,0
14583.0,19,3,728.48,4,3,3,433,10,Recent Engaged,1
14584.0,57,4,705.65,3,4,3,343,10,Frequent Buyers,1
14585.0,18,4,986.22,4,4,4,444,12,Loyal Customers,1
14588.0,214,1,135.39,1,1,1,111,3,Others,0
14589.0,7,1,39.75,5,1,1,511,7,Recent Customers,1
14590.0,60,20,3006.62,3,5,5,355,13,Big Spenders,1
14593.0,33,9,3094.02,4,5,5,455,14,Loyal Customers,1
14594.0,9,1,255.0,5,1,2,512,8,Recent Customers,1
14595.0,89,2,423.85,2,2,2,222,6,Others,1
14596.0,262,1,229.47,1,1,1,111,3,Others,0
14597.0,15,4,1318.39,5,4,4,544,13,Loyal Customers,1
14598.0,205,1,162.07,1,1,1,111,3,Others,0
14599.0,26,2,474.54,4,2,2,422,8,Recent Customers,1
14600.0,29,1,471.84,4,1,2,412,7,Recent Customers,1
14602.0,292,1,205.36,1,1,1,111,3,Others,0
14604.0,269,1,143.86,1,1,1,111,3,Others,0
14605.0,10,4,937.16,5,4,3,543,12,Recent Engaged,1
14606.0,2,102,18704.41,5,5,5,555,15,Loyal Customers,2
14607.0,103,8,7568.13,2,5,5,255,12,Frequent Buyers,1
14608.0,15,7,1567.79,5,5,4,554,14,Loyal Customers,1
14609.0,26,6,884.64,4,4,3,443,11,Recent Engaged,1
14610.0,31,2,24.35,4,2,1,421,7,Recent Customers,1
14611.0,79,2,604.3299999999999,2,2,3,223,7,Others,1
14612.0,51,1,877.7,3,1,3,313,7,Others,1
14613.0,316,1,76.32000000000001,1,1,1,111,3,Others,0
14614.0,22,1,295.13,4,1,2,412,7,Recent Customers,1
14615.0,30,5,951.76,4,4,3,443,11,Recent Engaged,1
14616.0,21,2,121.7,4,2,1,421,7,Recent Customers,1
14617.0,38,2,190.47000000000003,3,2,1,321,6,Others,1
14618.0,12,4,788.88,5,4,3,543,12,Recent Engaged,1
14619.0,177,1,896.8000000000001,2,1,3,213,6,Others,0
14621.0,147,4,1212.21,2,4,4,244,10,Frequent Buyers,0
14623.0,16,5,1170.33,4,4,4,444,12,Loyal Customers,1
14624.0,51,4,588.22,3,4,3,343,10,Frequent Buyers,1
14625.0,10,9,3598.25,5,5,5,555,15,Loyal Customers,1
14626.0,31,7,2619.65,4,5,5,455,14,Loyal Customers,1
14627.0,15,1,462.75,5,1,2,512,8,Recent Customers,1
14628.0,78,3,1326.04,2,3,4,234,9,High Value,1
14630.0,120,1,338.65,2,1,2,212,5,Others,1
14631.0,22,3,1018.71,4,3,4,434,11,Recent Engaged,1
14634.0,73,4,2124.46,2,4,5,245,11,Frequent Buyers,1
14635.0,89,1,215.22,2,1,1,211,4,Others,1
14637.0,313,1,106.68,1,1,1,111,3,Others,0
14639.0,44,3,1994.47,3,3,4,334,10,Big Spenders,1
14640.0,45,4,1541.98,3,4,4,344,11,Big Spenders,1
14643.0,253,3,986.08,1,3,4,134,8,High Value,0
14644.0,50,5,1416.96,3,4,4,344,11,Big Spenders,1
14645.0,270,1,279.8,1,1,2,112,4,Others,0
14647.0,159,1,276.75,2,1,2,212,5,Others,0
14648.0,52,15,4546.86,3,5,5,355,13,Big Spenders,1
14649.0,18,5,2358.02,4,4,5,445,13,Loyal Customers,1
14650.0,224,1,62.5,1,1,1,111,3,Others,0
14651.0,30,7,1379.52,4,5,4,454,13,Loyal Customers,1
14653.0,149,5,1666.99,2,4,4,244,10,Frequent Buyers,0
14654.0,374,1,246.86,1,1,2,112,4,Others,0
14655.0,24,3,1946.28,4,3,4,434,11,Recent Engaged,1
14656.0,51,3,523.6,3,3,3,333,9,Others,1
14657.0,65,2,612.65,3,2,3,323,8,Others,1
14662.0,63,3,645.16,3,3,3,333,9,Others,1
14663.0,66,2,490.6,3,2,3,323,8,Others,1
14665.0,63,2,913.95,3,2,3,323,8,Others,1
14667.0,1,31,12685.94,5,5,5,555,15,Loyal Customers,2
14668.0,81,1,111.63,2,1,1,211,4,Others,1
14669.0,269,4,1973.94,1,4,4,144,9,Frequent Buyers,0
14670.0,368,1,190.47,1,1,1,111,3,Others,0
14671.0,185,2,1127.45,1,2,4,124,7,High Value,0
14672.0,151,2,347.59,2,2,2,222,6,Others,0
14673.0,3,3,1674.41,5,3,4,534,12,Recent Engaged,1
14674.0,145,1,173.66,2,1,1,211,4,Others,0
14675.0,24,1,462.15,4,1,2,412,7,Recent Customers,1
14676.0,30,6,5808.55,4,4,5,445,13,Loyal Customers,1
14677.0,228,1,184.91,1,1,1,111,3,Others,0
14678.0,215,1,403.39,1,1,2,112,4,Others,0
14679.0,17,3,1289.44,4,3,4,434,11,Recent Engaged,1
14680.0,7,43,28658.66,5,5,5,555,15,Loyal Customers,2
14681.0,23,3,376.2000000000001,4,3,2,432,9,Recent Engaged,1
14682.0,64,4,1462.81,3,4,4,344,11,Big Spenders,1
14683.0,224,1,146.56,1,1,1,111,3,Others,0
14684.0,26,1,232.27,4,1,1,411,6,Recent Customers,1
14685.0,212,8,4619.79,1,5,5,155,11,Frequent Buyers,0
14686.0,50,5,885.83,3,4,3,343,10,Frequent Buyers,1
14687.0,36,2,773.6800000000001,4,2,3,423,9,Recent Customers,1
14688.0,9,8,2082.7,5,5,5,555,15,Loyal Customers,1
14690.0,28,2,422.63,4,2,2,422,8,Recent Customers,1
14692.0,16,8,1153.54,4,5,4,454,13,Loyal Customers,1
14693.0,61,6,992.46,3,4,4,344,11,Big Spenders,1
14694.0,253,1,244.31,1,1,1,111,3,Others,0
14695.0,155,3,1620.07,2,3,4,234,9,High Value,0
14696.0,9,2,688.95,5,2,3,523,10,Recent Customers,1
14699.0,71,3,593.47,2,3,3,233,8,Others,1
14700.0,51,2,880.96,3,2,3,323,8,Others,1
14701.0,78,6,2012.72,2,4,4,244,10,Frequent Buyers,1
14702.0,1,13,3462.08,5,5,5,555,15,Loyal Customers,1
14704.0,60,2,266.66,3,2,2,322,7,Others,1
14706.0,254,1,390.69,1,1,2,112,4,Others,0
14707.0,71,2,139.2,2,2,1,221,5,Others,1
14708.0,4,3,1085.91,5,3,4,534,12,Recent Engaged,1
14709.0,15,12,3965.29,5,5,5,555,15,Loyal Customers,1
14710.0,15,9,1316.46,5,5,4,554,14,Loyal Customers,1
14712.0,54,1,411.0,3,1,2,312,6,Others,1
14713.0,1,11,2752.51,5,5,5,555,15,Loyal Customers,1
14714.0,43,3,746.05,3,3,3,333,9,Others,1
14715.0,78,4,973.07,2,4,4,244,10,Frequent Buyers,1
14716.0,80,1,235.77,2,1,1,211,4,Others,1
14717.0,369,1,81.3,1,1,1,111,3,Others,0
14718.0,46,1,226.42,3,1,1,311,5,Others,1
14721.0,15,1,115.77,5,1,1,511,7,Recent Customers,1
14722.0,113,2,325.45,2,2,2,222,6,Others,1
14723.0,7,7,934.76,5,5,3,553,13,Recent Engaged,1
14724.0,226,1,345.25,1,1,2,112,4,Others,0
14725.0,30,3,597.16,4,3,3,433,10,Recent Engaged,1
14726.0,290,1,124.75,1,1,1,111,3,Others,0
14727.0,182,2,199.35,1,2,1,121,4,Others,0
14728.0,49,1,190.58,3,1,1,311,5,Others,1
14729.0,9,3,593.89,5,3,3,533,11,Recent Engaged,1
14732.0,28,11,2814.58,4,5,5,455,14,Loyal Customers,1
14733.0,3,4,6599.06,5,4,5,545,14,Loyal Customers,1
14734.0,61,4,1056.42,3,4,4,344,11,Big Spenders,1
14735.0,24,24,6174.47,4,5,5,455,14,Loyal Customers,1
14736.0,121,2,401.08,2,2,2,222,6,Others,1
14737.0,36,1,2389.62,4,1,5,415,10,Big Spenders,1
14738.0,196,2,507.45,1,2,3,123,6,Others,0
14739.0,3,19,8385.22,5,5,5,555,15,Loyal Customers,1
14740.0,45,8,2712.85,3,5,5,355,13,Big Spenders,1
14741.0,8,2,497.25,5,2,3,523,10,Recent Customers,1
14742.0,71,1,579.85,2,1,3,213,6,Others,1
14743.0,228,1,50.48,1,1,1,111,3,Others,0
14744.0,2,8,2785.1,5,5,5,555,15,Loyal Customers,1
14745.0,137,7,1351.55,2,5,4,254,11,Frequent Buyers,1
14746.0,42,4,593.5,3,4,3,343,10,Frequent Buyers,1
14748.0,4,7,1736.57,5,5,4,554,14,Loyal Customers,1
14749.0,115,1,310.15,2,1,2,212,5,Others,1
14750.0,372,1,112.03,1,1,1,111,3,Others,0
14751.0,320,2,126.45,1,2,1,121,4,Others,0
14753.0,96,1,306.36,2,1,2,212,5,Others,1
14754.0,61,4,912.43,3,4,3,343,10,Frequent Buyers,1
14755.0,17,14,4962.27,4,5,5,455,14,Loyal Customers,1
14756.0,18,2,1914.8,4,2,4,424,10,Big Spenders,1
14758.0,32,3,1380.91,4,3,4,434,11,Recent Engaged,1
14761.0,80,1,192.02,2,1,1,211,4,Others,1
14762.0,262,1,117.05,1,1,1,111,3,Others,0
14766.0,2,6,4082.76,5,4,5,545,14,Loyal Customers,1
14767.0,110,1,382.81,2,1,2,212,5,Others,1
14769.0,26,9,5097.13,4,5,5,455,14,Loyal Customers,1
14770.0,103,6,2761.2200000000003,2,4,5,245,11,Frequent Buyers,1
14771.0,257,2,594.62,1,2,3,123,6,Others,0
14773.0,228,1,140.55,1,1,1,111,3,Others,0
14774.0,164,1,241.45,2,1,1,211,4,Others,0
14775.0,8,1,406.56,5,1,2,512,8,Recent Customers,1
14776.0,23,4,1170.0,4,4,4,444,12,Loyal Customers,1
14777.0,39,1,307.56,3,1,2,312,6,Others,1
14783.0,295,1,307.3,1,1,2,112,4,Others,0
14784.0,25,1,159.94,4,1,1,411,6,Recent Customers,1
14786.0,186,1,90.96,1,1,1,111,3,Others,0
14787.0,107,1,110.65,2,1,1,211,4,Others,1
14788.0,232,1,476.88,1,1,2,112,4,Others,0
14790.0,10,6,1781.56,5,4,4,544,13,Loyal Customers,1
14791.0,242,1,303.63,1,1,2,112,4,Others,0
14793.0,171,1,396.91,2,1,2,212,5,Others,0
14794.0,38,3,633.99,3,3,3,333,9,Others,1
14796.0,2,11,2867.15,5,5,5,555,15,Loyal Customers,1
14797.0,143,1,300.31,2,1,2,212,5,Others,0
14798.0,17,5,550.5699999999999,4,4,3,443,11,Recent Engaged,1
14799.0,373,1,180.45,1,1,1,111,3,Others,0
14800.0,5,6,3434.58,5,4,5,545,14,Loyal Customers,1
14802.0,74,2,1502.98,2,2,4,224,8,High Value,1
14805.0,40,3,549.99,3,3,3,333,9,Others,1
14806.0,75,1,110.04,2,1,1,211,4,Others,1
